Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Log_Returns,Volatility,Rolling_Max,Drawdown,Volume_MA,Volume_Ratio
2014-09-17 00:00:00+00:00,465.864013671875,468.17401123046875,452.4219970703125,457.3340148925781,21056800,0.0,0.0,,,,457.3340148925781,0.0,,
2014-09-18 00:00:00+00:00,456.8599853515625,456.8599853515625,413.10400390625,424.44000244140625,34483200,0.0,0.0,-0.07192557601231186,-0.07464335114905024,,457.3340148925781,-0.07192557601231182,,
2014-09-19 00:00:00+00:00,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,37919700,0.0,0.0,-0.06984264508683824,-0.07240150831598655,,457.3340148925781,-0.13674474862105573,,
2014-09-20 00:00:00+00:00,394.6730041503906,423.2959899902344,389.88299560546875,408.90399169921875,36863600,0.0,0.0,0.03573491642945337,0.035111238924079614,,457.3340148925781,-0.1058963943557423,,
2014-09-21 00:00:00+00:00,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,26580100,0.0,0.0,-0.02465854454739269,-0.024967658573127677,,457.3340148925781,-0.12794368794550565,,
2014-09-22 00:00:00+00:00,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,24127600,0.0,0.0,0.008352101649706567,0.008317415847792081,,457.3340148925781,-0.12066018498295834,,
2014-09-23 00:00:00+00:00,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,45099500,0.0,0.0,0.08364741783421215,0.08033258980830758,,457.3340148925781,-0.04710568005796908,,
2014-09-24 00:00:00+00:00,435.7510070800781,436.11199951171875,421.1319885253906,423.2049865722656,30627700,0.0,0.0,-0.028880814347395978,-0.029306072958098176,,457.3340148925781,-0.074626044004903,,
2014-09-25 00:00:00+00:00,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,26814400,0.0,0.0,-0.027483091679796234,-0.027867817193167922,,457.3340148925781,-0.10005818127561196,,
2014-09-26 00:00:00+00:00,411.4289855957031,414.93798828125,400.0090026855469,404.42498779296875,21460800,0.0,0.0,-0.017369943788794973,-0.0175225712651671,,457.3340148925781,-0.11569012008004045,,
2014-09-27 00:00:00+00:00,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,15029300,0.0,0.0,-0.012128327693262664,-0.012202475999442203,,457.3340148925781,-0.1264153200860995,,
2014-09-28 00:00:00+00:00,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,23613300,0.0,0.0,-0.055914572166871124,-0.05753862134517328,,457.3340148925781,-0.17526143371501826,,
2014-09-29 00:00:00+00:00,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,32497700,0.0,0.0,-0.00454420890480145,-0.004554565208133669,,457.3340148925781,-0.17900921805206366,,
2014-09-30 00:00:00+00:00,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,34707300,0.0,0.0,0.030567238732558177,0.03010936786854685,,457.3340148925781,-0.15391379682303144,,
2014-10-01 00:00:00+00:00,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,26229400,0.0,0.0,-0.008603337970520819,-0.008640560327416795,,457.3340148925781,-0.16119296238115763,,
2014-10-02 00:00:00+00:00,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,21777700,0.0,0.0,-0.0222697222086099,-0.022521436563615105,,457.3340148925781,-0.17987296209555623,,
2014-10-03 00:00:00+00:00,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,30901200,0.0,0.0,-0.04148536263261304,-0.042370445494222315,,457.3340148925781,-0.2138962296678329,,
2014-10-04 00:00:00+00:00,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,47236500,0.0,0.0,-0.08524332054467354,-0.0890971731632362,,457.3340148925781,-0.2809063253436342,,
2014-10-05 00:00:00+00:00,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,83308096,0.0,0.0,-0.025408487399317115,-0.02573685720834996,,457.3340148925781,-0.2991774079150691,,
2014-10-06 00:00:00+00:00,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,79011800,0.0,0.0,0.02985554258083245,0.029418542484082596,,457.3340148925781,-0.2782539691754681,,
2014-10-07 00:00:00+00:00,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,0.0,0.0,0.018504665621736027,0.018335537549769843,,457.3340148925781,-0.26489830021124494,,
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.0,0.0,0.04983235561959076,0.048630490107531996,,457.3340148925781,-0.2282664508908061,,
2014-10-09 00:00:00+00:00,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.0,0.0,0.03424377642532228,0.03367050886515816,,457.3340148925781,-0.20183937977519031,,
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.0,0.0,-0.009489705523839986,-0.009535019685869594,,457.3340148925781,-0.20941368902184923,,
2014-10-11 00:00:00+00:00,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200,0.0,0.0,0.002038376510340001,0.0020363018397691725,,457.3340148925781,-0.2078021764561551,,
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800,0.0,0.0,0.04485245473017008,0.04387568380252533,,457.3340148925781,-0.17227015943831547,,
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.0,0.0,0.03134333965318792,0.030862165749712976,,457.3340148925781,-0.14632634190451158,,
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.0,0.0,0.026781810112118443,0.02642945473533767,,457.3340148925781,-0.12346341609568073,,
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,0.0,0.0,-0.015209381938149025,-0.015326230901940996,,457.3340148925781,-0.13679499578304197,,
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000,0.0,0.0,-0.030946924386216934,-0.031435894996154054,,457.3340148925781,-0.16350853577834823,36248556.666666664,0.7445813704582445
2014-10-17 00:00:00+00:00,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,13600700,0.0,0.0,0.0031420128043384565,0.0031370869973757617,0.621456310163518,457.3340148925781,-0.16088026888704404,36000020.0,0.37779701233499313
2014-10-18 00:00:00+00:00,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,11416800,0.0,0.0,0.02002301076852442,0.01982518661870101,0.5919564352639832,457.3340148925781,-0.14407856547488807,35231140.0,0.32405423156900404
2014-10-19 00:00:00+00:00,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,5914570,0.0,0.0,-0.004843619645193642,-0.004855387987120306,0.5561337735455606,457.3340148925781,-0.14822432334989621,34164302.333333336,0.1731213458507914
2014-10-20 00:00:00+00:00,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,16419000,0.0,0.0,-0.01720204787552615,-0.017351722052715512,0.5477992556554269,457.3340148925781,-0.16287660931884,33482815.666666668,0.4903709462028815
2014-10-21 00:00:00+00:00,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,14188900,0.0,0.0,0.009481656731152865,0.009436987957972875,0.5442454495195755,457.3340148925781,-0.15493929268678247,33069775.666666668,0.4290594572826807
2014-10-22 00:00:00+00:00,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,11641300,0.0,0.0,-0.00858274545359361,-0.008619789324393464,0.5440708865492652,457.3340148925781,-0.16219223363048557,32653565.666666668,0.3565093049511479
2014-10-23 00:00:00+00:00,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,26456900,0.0,0.0,-0.06457126822962156,-0.06675031813644425,0.5122434897355868,457.3340148925781,-0.21629054363759156,32032145.666666668,0.8259484167971805
